"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料月份","非獨董監持股(萬張)","非獨董監增減張數","非獨董監持股(%)","非獨董監質押(萬張)","非獨董監質押(%)","獨立董監持股(萬張)","獨立董監增減張數","獨立董監持股(%)","獨立董監質押(萬張)","獨立董監質押(%)","全體董監持股(萬張)","全體董監增減張數","全體董監持股(%)","全體董監質押(萬張)","全體董監質押(%)"
"1072","1326","台化","78.4","+1.4","+1.82%","15M04","155.8","0","26.6%","0","0%","0","0","0%","0","0%","155.8","0","26.6%","0","0%"
"1073","1762","中化生","32.7","+0.4","+1.24%","15M04","2.71","-1,082","35%","0.2","7.37%","0","0","0%","0","0%","2.71","-1,082","35%","0.2","7.37%"
"1074","2221","大甲","20.5","+0.45","+2.24%","15M04","2.39","0","56.4%","0","0%","0","0","0.11%","0","0%","2.4","0","56.5%","0","0%"
"1075","1312","國喬","20","-1","-4.76%","15M04","4.87","0","5.26%","3.92","80.4%","0","0","0%","0","0%","4.87","0","5.26%","3.92","80.4%"
"1076","2049","上銀","237","+2.5","+1.07%","15M04","4.45","0","17%","0.8","17.9%","0","0","0%","0","0%","4.45","0","17%","0.8","17.9%"
"1077","3008","大立光","3460","+155","+4.69%","15M04","3.32","-14","24.7%","0","0%","0","0","0%","0","0%","3.32","-14","24.7%","0","0%"
"1078","8261","富鼎","27.2","+0.4","+1.49%","15M04","2.06","0","11.3%","0","0%","0","0","0%","0","0%","2.06","0","11.3%","0","0%"
"1079","4429","聚紡","34","+2","+6.25%","15M04","0.69","0","20%","0.05","6.26%","0","0","0%","0","0%","0.69","0","20%","0.05","6.26%"
"1080","1109","信大","13.7","+0.2","+1.48%","15M04","16.43","0","39%","0","0%","0","0","0%","0","0%","16.43","0","39%","0","0%"
"1081","4523","永彰","20.6","0","0%","15M04","2.8","0","43.8%","0","0%","0","0","0%","0","0%","2.8","0","43.8%","0","0%"
"1082","4141","F-龍燈","48.45","+0.9","+1.89%","15M04","4.92","0","32.4%","1.04","21.1%","0","0","0%","0","0%","4.92","0","32.4%","1.04","21.1%"
"1083","910801","金衛","7.06","+0.25","+3.67%","-","","","","","","","","","","","","","","",""
"1084","5452","佶優","10.6","-0.4","-3.64%","15M04","1.87","0","12.2%","0","0%","0","0","0%","0","0%","1.87","0","12.2%","0","0%"
"1085","2705","六福","12.35","+0.05","+0.41%","15M04","7.66","0","23.2%","2.4","31.3%","0","0","0%","0","0%","7.66","0","23.2%","2.4","31.3%"
"1086","2901","欣欣","31.25","+0.55","+1.79%","15M04","3.54","0","48.4%","0","0%","0","0","0%","0","0%","3.54","0","48.4%","0","0%"
"1087","01004T","富邦R2","14.36","-0.02","-0.14%","-","","","","","","","","","","","","","","",""
"1088","6175","立敦","14.4","+0.15","+1.05%","15M04","4.55","0","39.7%","0","0%","0","0","0%","0","0%","4.55","0","39.7%","0","0%"
"1089","3661","F-世芯","45.3","-1","-2.16%","15M04","0.17","0","2.7%","0","0%","0","0","0%","0","0%","0.17","0","2.7%","0","0%"
"1090","5392","應華","72.4","+1","+1.4%","15M04","3.49","-200","38.2%","0","0%","0","0","0%","0","0%","3.49","-200","38.2%","0","0%"
"1091","1597","直得","36.2","-0.1","-0.28%","15M04","0.88","0","14.8%","0","0%","0","0","0.03%","0","0%","0.88","0","14.8%","0","0%"
"1092","4303","信立","14.6","-0.1","-0.68%","15M04","1.32","0","18.8%","0","0%","0","0","0%","0","0%","1.32","0","18.8%","0","0%"
"1093","01007T","國泰R2","16.2","+0.13","+0.81%","-","","","","","","","","","","","","","","",""
"1094","2430","燦坤","29.5","-0.05","-0.17%","15M04","5.01","0","29.9%","1.67","33.4%","0","0","0%","0","0%","5.01","0","29.9%","1.67","33.4%"
"1095","1789","神隆","44.95","+0.65","+1.47%","15M04","45.66","-160","64.9%","0","0%","0.01","0","0.01%","0","0%","45.67","-160","65%","0","0%"
"1096","1752","南光","37.6","+0.05","+0.13%","15M04","3.05","+33","33.9%","0","0%","0","0","0%","0","0%","3.05","+33","33.9%","0","0%"
"1097","4123","晟德","76.6","+2.6","+3.51%","15M04","1.4","0","6.71%","0.24","17.2%","0","0","0%","0","0%","1.4","0","6.71%","0.24","17.2%"
"1098","5465","富驊","15.4","0","0%","15M04","7.04","0","48.9%","0","0%","0","0","0%","0","0%","7.04","0","48.9%","0","0%"
"1099","3025","星通","11.6","0","0%","15M04","1.49","-18","21%","0","0%","0","0","0%","0","0%","1.49","-18","21%","0","0%"
"1100","4139","F-馬光","77.9","+4.9","+6.71%","15M04","0.34","0","10.7%","0.04","11.9%","0","0","0%","0","0%","0.34","0","10.7%","0.04","11.9%"
"1101","2348","海悅","39","0","0%","15M04","1.64","0","19.1%","0","0%","0","0","0%","0","0%","1.64","0","19.1%","0","0%"
"1102","4905","台聯電","39","+1","+2.63%","15M04","0.64","0","12.5%","0","0%","0","0","0%","0","0%","0.64","0","12.5%","0","0%"
"1103","5212","凌網","19.5","-0.4","-2.01%","15M04","0.71","0","20.6%","0","0%","0","0","0%","0","0%","0.71","0","20.6%","0","0%"
"1104","2718","桃園店","39.2","0","0%","15M04","1.14","0","50.4%","0","0%","0","0","0%","0","0%","1.14","0","50.4%","0","0%"
"1105","2514","龍邦","23.75","+0.8","+3.49%","15M04","8.08","0","14.3%","1.06","13.1%","0","0","0%","0","0%","8.08","0","14.3%","1.06","13.1%"
"1106","6415","F-矽力","317.5","-6.5","-2.01%","15M04","1.54","-90","19.9%","0","0%","0","0","0%","0","0%","1.54","-90","19.9%","0","0%"
"1107","3591","艾笛森","24.1","+0.45","+1.9%","15M04","0.85","0","6.27%","0","0%","0","0","0%","0","0%","0.85","0","6.27%","0","0%"
"1108","3680","家登","40.8","+0.5","+1.24%","15M04","1.73","-126","27.7%","0.47","27.2%","0","0","0.04%","0","0%","1.73","-126","27.7%","0.47","27.2%"
"1109","1110","東泥","16.4","-0.2","-1.2%","15M04","15.67","+1,800","27.4%","3.52","22.5%","0","0","0%","0","0%","15.67","+1,800","27.4%","3.52","22.5%"
"1110","1528","恩德","10.05","-0.05","-0.5%","15M04","2.35","+1.51","16%","1.99","84.8%","0","0","0%","0","0%","2.35","+1.51","16%","1.99","84.8%"
"1111","1724","台硝","16.7","0","0%","15M04","6.25","0","48.9%","0","0%","0","0","0%","0","0%","6.25","0","48.9%","0","0%"
"1112","5351","鈺創","16.7","0","0%","15M04","3.51","0","8.03%","1.34","38.1%","0","0","0%","0","0%","3.51","0","8.03%","1.34","38.1%"
"1113","1225","福懋油","21.05","-0.05","-0.24%","15M04","2.35","+3,000","10.7%","1.25","53.3%","0","0","0%","0","0%","2.35","+3,000","10.7%","1.25","53.3%"
"1114","8420","明揚","16.85","-0.05","-0.3%","15M04","3.32","0","65.1%","0","0%","0","0","0%","0","0%","3.32","0","65.1%","0","0%"
"1115","8044","網家","448.5","+9.5","+2.16%","15M04","2.07","0","23.8%","0","0%","0","0","0%","0","0%","2.07","0","23.8%","0","0%"
"1116","1533","車王電","43.55","-1.1","-2.46%","15M04","3.13","+1.63","33.1%","0","0%","0","0","0%","0","0%","3.13","+1.63","33.1%","0","0%"
"1117","4161","聿新科","87.8","+2.2","+2.57%","15M04","0.68","0","13.2%","0.02","3.46%","0","0","0%","0","0%","0.68","0","13.2%","0.02","3.46%"
"1118","8076","伍豐","115","+0.5","+0.44%","15M04","2.37","0","10.9%","0.96","40.5%","0","0","0%","0","0%","2.37","0","10.9%","0.96","40.5%"
"1119","1446","宏和","27.05","+0.2","+0.74%","15M04","1.31","0","9.47%","0","0%","0","0","0%","0","0%","1.31","0","9.47%","0","0%"
"1120","2603","長榮","18.05","0","0%","15M04","42.83","0","12.3%","0","0%","0","0","0%","0","0%","42.83","0","12.3%","0","0%"
"1121","6145","勁永","18.1","+0.8","+4.62%","15M04","13.95","0","42.9%","0","0%","0","0","0%","0","0%","13.95","0","42.9%","0","0%"
"1122","3546","宇峻","45.3","-0.1","-0.22%","15M04","0.52","0","15.2%","0","0%","0","0","0.01%","0","0%","0.52","0","15.2%","0","0%"
"1123","6101","弘捷","22.8","0","0%","15M04","0.73","0","12.3%","0.2","27.6%","0","0","0%","0","0%","0.73","0","12.3%","0.2","27.6%"
"1124","6231","系微","36.55","-0.95","-2.53%","15M04","0.96","0","25.3%","0","0%","0","0","0%","0","0%","0.96","0","25.3%","0","0%"
"1125","6294","智基","91.8","+6","+6.99%","15M04","0.6","0","38.8%","0","0%","0","0","0%","0","0%","0.6","0","38.8%","0","0%"
"1126","6505","台塑化","78.6","+0.5","+0.64%","15M04","782.8","0","82.2%","113.5","14.5%","0","0","0%","0","0%","782.8","0","82.2%","113.5","14.5%"
"1127","3324","雙鴻","19.1","-0.1","-0.52%","15M04","1.49","+250","20.9%","0.55","37.1%","0.02","+25","0.3%","0","0%","1.51","+275","21.2%","0.55","36.6%"
"1128","3704","合勤控","14.35","-0.1","-0.69%","15M04","13.17","0","27.1%","5","38%","0","0","0%","0","0%","13.17","0","27.1%","5","38%"
"1129","5306","桂盟","145","+0.5","+0.35%","15M04","4.7","0","43%","0","0%","0","0","0%","0","0%","4.7","0","43%","0","0%"
"1130","3545","敦泰","30.3","0","0%","15M04","1.32","0","3.17%","0","0%","0","0","0%","0","0%","1.32","0","3.17%","0","0%"
"1131","8418","F-必勝","19.65","+0.05","+0.26%","15M04","3.6","+39","52.2%","0","0%","0","0","0%","0","0%","3.6","+39","52.2%","0","0%"
"1132","1905","華紙","10","-0.15","-1.48%","15M04","70.43","0","57.6%","0","0%","0","0","0%","0","0%","70.43","0","57.6%","0","0%"
"1133","4130","健亞","51.5","+1.5","+3%","15M04","4.45","-4","44.1%","0","0%","0","0","0%","0","0%","4.45","-4","44.1%","0","0%"
"1134","3658","漢微科","2295","+35","+1.55%","15M03","0.91","-4","12.8%","0","0%","0","0","0%","0","0%","0.91","-4","12.8%","0","0%"
"1135","3576","新日光","21.25","+1.35","+6.78%","15M04","17.21","-36","20.1%","0.14","0.81%","0","0","0%","0","0%","17.21","-36","20.1%","0.14","0.81%"
"1136","2417","圓剛","10.65","+0.05","+0.47%","15M04","1.47","0","7.4%","0","0%","0","0","0%","0","0%","1.47","0","7.4%","0","0%"
"1137","9944","新麗","44","+0.85","+1.97%","15M04","3.09","0","29.1%","0","0%","0","0","0%","0","0%","3.09","0","29.1%","0","0%"
"1138","3483","力致","16.95","+0.15","+0.89%","15M04","0.23","0","4.66%","0","0%","0","0","0%","0","0%","0.23","0","4.66%","0","0%"
"1139","2431","聯昌","20.35","+0.05","+0.25%","15M04","3.97","0","35.8%","0","0%","0","0","0%","0","0%","3.97","0","35.8%","0","0%"
"1140","2387","精元","17.15","+0.15","+0.88%","15M04","10.32","-199","28.4%","0","0%","0","0","0%","0","0%","10.32","-199","28.4%","0","0%"
"1141","5395","圓方","34.9","0","0%","15M04","2.01","0","32.6%","0","0%","0","0","0%","0","0%","2.01","0","32.6%","0","0%"
"1142","1419","新紡","38.4","0","0%","15M04","4.51","0","15%","1.2","26.6%","0","0","0%","0","0%","4.51","0","15%","1.2","26.6%"
"1143","5263","智崴","379","-5","-1.3%","15M04","0.73","0","18.3%","0","0%","0","0","0%","0","0%","0.73","0","18.3%","0","0%"
"1144","3016","嘉晶","12.8","+0.3","+2.4%","15M04","2.43","0","25.8%","0","0%","0","0","0%","0","0%","2.43","0","25.8%","0","0%"
"1145","2887","台新金","13.35","+0.1","+0.75%","15M04","28.35","0","2.96%","6.14","21.7%","0","0","0%","0","0%","28.35","0","2.96%","6.14","21.7%"
"1146","2505","國揚","13.6","-0.1","-0.73%","15M04","4.44","0","8.11%","0","0%","0","0","0%","0","0%","4.44","0","8.11%","0","0%"
"1147","2723","F-美食","165","+7","+4.43%","15M04","6.52","0","46.2%","0","0%","0","0","0%","0","0%","6.52","0","46.2%","0","0%"
"1148","2923","F-鼎固","32.2","-0.8","-2.42%","15M04","101.6","0","58.4%","0","0%","0","0","0%","0","0%","101.6","0","58.4%","0","0%"
"1149","4944","兆遠","19.55","+0.25","+1.3%","15M04","9.63","-141","45.9%","0","0%","0","0","0%","0","0%","9.63","-141","45.9%","0","0%"
"1150","3054","萬國","20.6","0","0%","15M04","0.89","-72","8.29%","0","0%","0","0","0%","0","0%","0.89","-72","8.29%","0","0%"
"1151","6247","淇譽電","17.4","+0.85","+5.14%","15M04","2.22","0","36.7%","0","0%","0.01","0","0.13%","0","0%","2.22","0","36.9%","0","0%"
"1152","3561","昇陽科","17.45","+0.75","+4.49%","15M04","5.31","-20","14.3%","0.03","0.6%","0.01","0","0.04%","0","0%","5.32","-20","14.3%","0.03","0.6%"
"1153","8071","能率豐","20.55","+0.15","+0.74%","15M04","0.91","0","17.4%","0","0%","0","0","0%","0","0%","0.91","0","17.4%","0","0%"
"1154","3015","全漢","21","+0.4","+1.94%","15M04","5.78","0","24.6%","0","0%","0","0","0%","0","0%","5.78","0","24.6%","0","0%"
"1155","6179","亞通","42.8","+1.7","+4.14%","15M04","0.67","0","13.4%","0.36","52.9%","0","0","0%","0","0%","0.67","0","13.4%","0.36","52.9%"
"1156","3105","穩懋","45.7","+0.25","+0.55%","15M04","3.64","0","4.89%","0","0%","0","0","0%","0","0%","3.64","0","4.89%","0","0%"
"1157","4162","智擎","252","+6.5","+2.65%","15M04","4.07","0","39.9%","0","0%","0","0","0%","0","0%","4.07","0","39.9%","0","0%"
"1158","2498","宏達電","104","0","0%","15M03","9.86","0","11.8%","0","0%","0.02","0","0.03%","0","0%","9.88","0","11.8%","0","0%"
"1159","4911","德英","81","+0.5","+0.62%","15M04","1.56","0","28.4%","0","0%","0","0","0%","0","0%","1.56","0","28.4%","0","0%"
"1160","3673","F-TPK","219.5","+9.5","+4.52%","15M04","7.92","0","23.9%","0","0%","0","0","0%","0","0%","7.92","0","23.9%","0","0%"
"1161","910708","新傳媒","116","-8.5","-6.83%","-","","","","","","","","","","","","","","",""
