"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料年度","政府機構(%)","政府機構增減","僑外投資(%)","僑外投資增減","本國金融機構(%)","本國金融機構增減","本國法人(%)","本國法人增減","本國個人(%)","本國個人增減","庫藏股票(%)","庫藏股票增減"
"769","3605","宏致","27.85","+0.2","+0.72%","2014","0%","0","10.5%","+1.8","6.1%","+1.93","19.4%","-4.8","63.2%","+1.48","0.7%","-0.41"
"770","2030","彰源","12.65","+0.1","+0.8%","2014","0%","0","2.1%","+0.08","0.4%","+0.33","11.9%","+0.21","79.9%","-0.62","5.8%","0"
"771","4965","商店街","176","+0.5","+0.28%","2015","0%","0","6.6%","-0.24","0.4%","+0.22","64.2%","-2.36","28.8%","+2.37","0%","0"
"772","3056","總太","19.85","-0.05","-0.25%","2014","0%","0","2.9%","+2.46","0%","0","26.2%","-1.16","70.9%","-1.3","0%","0"
"773","1810","和成","9.26","+0.04","+0.43%","2014","0%","-0.02","3%","+0.13","0.9%","-0.96","12.4%","+0.05","83.7%","+0.8","0%","0"
"774","6111","大宇資","75","+0.4","+0.54%","2015","0%","0","35.9%","+4.11","0.2%","+0.15","16.1%","-2.16","47.8%","-2.1","0%","0"
"775","2009","第一銅","9.49","+0.03","+0.32%","2014","0%","-0.02","7.6%","-0.02","0%","-0.03","38.9%","+5.59","53.6%","-5.53","0%","0"
"776","1788","杏昌","96.4","+0.6","+0.63%","2015","0%","0","11.3%","+5.61","0.9%","-0.08","21.9%","+0.61","65.9%","-6.14","0%","0"
"777","3209","全科","32.4","+0.05","+0.15%","2014","0%","0","0.3%","+0.23","4.6%","-0.14","0.4%","-0.19","94.7%","+0.1","0%","0"
"778","5536","聖暉","72","-0.1","-0.14%","2014","0%","0","7.8%","-2.48","1.6%","+0.6","11.3%","-0.17","79.3%","+2.05","0%","0"
"779","1752","南光","37.6","+0.05","+0.13%","2015","0%","0","0.4%","-0.64","0%","-0.29","34.7%","+2.96","64%","-2.88","0.8%","+0.85"
"780","1612","宏泰","10.3","0","0%","2014","0%","-0.06","10.6%","+0.06","0.1%","-2.56","19.6%","+4.27","69.7%","-1.72","0%","0"
"781","2348","海悅","39","0","0%","2014","0%","0","0%","0","0%","0","33%","0","67%","0","0%","0"
"782","4703","揚華","54.5","+0.7","+1.3%","2014","0%","0","1.4%","+1.33","6%","+6.02","8.6%","-10.7","84%","+3.3","0%","0"
"783","8416","實威","129","-1","-0.77%","2014","0%","0","1.1%","+1.05","0%","0","38.1%","-0.08","60.9%","-0.97","0%","0"
"784","4739","康普","53.6","-0.6","-1.11%","2014","0%","0","6.4%","-0.05","2.4%","-0.02","47.3%","+0.12","43.9%","-0.05","0%","0"
"785","2484","希華","20.7","+0.4","+1.97%","2014","0%","0","3.4%","+1.37","0%","0","2.5%","+0.02","94.1%","-1.39","0%","0"
"786","6185","幃翔","30.25","+0.3","+1%","2015","0%","0","3.5%","+2.37","0%","0","5.1%","+0.76","91.4%","-3.12","0%","0"
"787","1437","勤益控","16.2","+0.1","+0.62%","2015","0%","0","5.2%","-3.16","0%","-2.42","20.3%","+0.06","73.4%","+4.48","1.1%","+1.04"
"788","2493","揚博","28.6","+0.15","+0.53%","2014","0%","0","3.4%","-4.82","0.8%","-0.66","2.8%","-0.44","93%","+5.92","0%","0"
"789","4912","F-聯德","85.8","+1.2","+1.42%","2014","0%","0","35.3%","-0.14","0.4%","-1.05","1.8%","+0.67","62.4%","+0.53","0%","0"
"790","6168","宏齊","15.95","+0.25","+1.59%","2014","0%","0","4.1%","+0.52","1.6%","+1.59","30.3%","+1.05","63.4%","-3.71","0.6%","+0.55"
"791","6128","上福","35.9","+0.05","+0.14%","2014","0%","0","1.4%","+0.03","0.3%","-2.53","6.6%","+3.26","91.7%","-0.76","0%","0"
"792","2911","麗嬰房","15.45","+0.05","+0.32%","2014","0%","-0.02","10.2%","+1.41","5.4%","+0.47","7.5%","+0.42","77%","-2.28","0%","0"
"793","6203","海韻電","40.7","+0.8","+2.01%","2014","0%","0","5.6%","0","0%","0","3.2%","0","91.1%","0","0%","0"
"794","3591","艾笛森","24.1","+0.45","+1.9%","2014","0%","-0.02","10.7%","+6.68","1.4%","+0.26","20.7%","-4.56","65.6%","-2.15","1.5%","-0.21"
"795","4113","聯上","22.35","+0.35","+1.59%","2014","0%","0","0.5%","-0.33","0%","0","34.1%","+10.6","65.4%","-10.3","0%","0"
"796","6125","廣運","12.7","+0.35","+2.83%","2014","0%","0","3.6%","-1.38","0%","0","4.8%","-1.3","89.6%","+2.68","2%","0"
"797","1309","台達化","9.84","-0.12","-1.2%","2014","0%","0","1.9%","-0.37","0%","0","47.2%","-1.52","50.9%","+1.88","0%","0"
"798","1463","強盛","18.6","-0.35","-1.85%","2014","0%","0","0.7%","+0.07","1.1%","+1.12","23.4%","-1.69","74.8%","+0.5","0%","0"
"799","2414","精技","19.85","+0.25","+1.28%","2014","0%","0","20.2%","-0.01","0%","-0.01","7.4%","+0.36","72.4%","-0.34","0%","0"
"800","3257","虹冠電","58","0","0%","2014","8.8%","+8.75","2.8%","+2.32","23.1%","+23.1","7.6%","-6.32","57.8%","-27.8","0%","0"
"801","8249","菱光","25.25","-0.1","-0.39%","2014","0%","0","2.3%","+1.52","0.4%","+0.43","30.5%","-1.02","66.8%","-0.93","0%","0"
"802","3479","安勤","46.9","0","0%","2014","0%","0","1.4%","-0.16","1.4%","+0.06","20.3%","-4.52","76.8%","+4.62","0%","0"
"803","2365","昆盈","10.55","+0.05","+0.48%","2014","0%","+0.01","6.5%","+0.97","0%","0","11.2%","-0.31","81.8%","+3.25","0.4%","-3.92"
"804","3052","夆典","14.25","0","0%","2014","0%","0","1.6%","+0.28","2.1%","+2.09","19.9%","+0.48","76.4%","-2.85","0%","0"
"805","6411","晶焱","50.5","+0.5","+1%","2014","0%","0","21.8%","-0.97","10.9%","-1.39","29.3%","-8.47","37.9%","+10.8","0%","0"
"806","6024","群益期","26.35","+0.35","+1.35%","2014","0%","0","0.2%","+0.02","0.4%","0","63.2%","+0.14","36.3%","-0.16","0%","0"
"807","6195","詩肯","71.3","+0.3","+0.42%","2014","0%","0","47.4%","-0.49","0%","-2.29","8.9%","+0.58","43.6%","+2.2","0%","0"
"808","1517","利奇","13.75","0","0%","2014","0.2%","-0.54","4.7%","+1.32","1.4%","+1.39","0.9%","+0.26","92.8%","-2.42","0%","0"
"809","2477","美隆電","13.1","+0.05","+0.38%","2014","0.6%","+0.55","23.3%","+0.33","0.1%","+0.1","21.5%","+0.06","54.5%","-1.04","0%","0"
"810","3624","光頡","26.65","+1.2","+4.72%","2014","0%","0","4.4%","+3.18","2.4%","+0.02","40.4%","+6.23","52.8%","-9.44","0%","0"
"811","2235","謚源","98","+1","+1.03%","-","0%","","0%","","0%","","0%","","0%","","0%",""
"812","2906","高林","14.7","+0.05","+0.34%","2014","0%","0","3.2%","+0.76","0.9%","+0.09","39%","-6.74","56.9%","+5.89","0%","0"
"813","6509","聚和","18.65","-0.15","-0.8%","2014","0%","0","5.2%","+2.02","1.9%","+0.43","6.6%","-2.08","85.7%","+0.68","0.6%","-1.07"
"814","2486","一詮","15.15","+0.15","+1%","2015","0%","0","4.3%","+0.56","2%","-3.25","3.1%","-3.06","90.6%","+5.75","0%","0"
"815","4702","中美實","15.5","-0.1","-0.64%","2014","0%","0","64.4%","-0.23","0.9%","0","15.3%","-0.09","19.5%","+0.32","0%","0"
"816","2359","所羅門","18","-0.1","-0.55%","2014","0%","0","2.8%","+0.74","0%","0","6.1%","+0.26","91.1%","-1","0%","0"
"817","6136","富爾特","26.7","0","0%","2014","0%","0","4.8%","+0.05","8.2%","+4.45","4.3%","-1.22","82.7%","-3.27","0%","0"
"818","4971","F-IET","97","+2.2","+2.32%","2014","0%","0","35.9%","-16.8","1.7%","+1.61","4.7%","-7.65","57.7%","+22.8","0%","0"
"819","5706","鳳凰","50.4","-0.4","-0.79%","2014","0%","-0.4","1.7%","-5.34","6.6%","+0.9","4%","-0.93","87.7%","+5.77","0%","0"
"820","6212","理銘","30","-0.5","-1.64%","2014","0%","0","29.5%","0","0%","-3.63","11.3%","+0.54","59.3%","+3.09","0%","0"
"821","6209","今國光","18.8","+0.1","+0.53%","2014","0%","-0.02","3.5%","+0.39","6.6%","+1.16","0.3%","-0.27","89.5%","-1.25","0%","0"
"822","3628","盈正","67.8","-0.5","-0.73%","2014","0%","0","0.3%","+0.08","0%","0","33.8%","-0.16","65.8%","+0.08","0%","0"
"823","3213","茂訊","51.6","+0.2","+0.39%","2014","0%","0","3.5%","+0.22","0%","0","9.6%","+0.05","86.9%","-0.27","0%","0"
"824","5480","統盟","15.2","+0.1","+0.66%","2014","0%","0","4.8%","+1.82","0%","0","52.5%","+0.53","42.7%","-2.35","0%","0"
"825","5474","聰泰","89.5","-0.7","-0.78%","2015","0%","0","0.8%","+0.74","0.1%","+0.05","20.7%","+1.21","78.4%","-2","0%","0"
"826","6251","定穎","10.55","0","0%","2014","0%","0","9.3%","+3.95","4.1%","+0.27","7.8%","+1.28","78.7%","-2.95","0%","-2.55"
"827","8938","明安","22.35","+1.45","+6.94%","2014","0%","0","4%","+0.92","3.1%","-0.77","26.5%","+1.51","66.3%","-1.66","0%","0"
"828","5285","界霖","44.15","-0.65","-1.45%","2015","0%","0","0.3%","+0.01","0.5%","+0.51","18.4%","-1.31","80.7%","+0.79","0%","0"
"829","2636","台驊","29.55","+0.15","+0.51%","2014","0%","0","12.7%","-4.78","4.7%","+0.68","18.8%","-9.79","62.7%","+12.7","1.2%","+1.21"
"830","4417","金洲","37.45","+0.65","+1.77%","2014","0%","0","0.5%","-0.01","0%","0","18.9%","+2.03","80.3%","-2.31","0.3%","+0.29"
"831","5272","笙科","63.6","+0.5","+0.79%","2014","0%","0","0.5%","-0.21","3.8%","+3.79","18%","-14.7","77.7%","+11.2","0%","0"
"832","5514","三豐","19.15","-0.2","-1.03%","2014","0%","0","0%","+0.02","0%","0","58.2%","+1.03","41.8%","-1.05","0%","0"
"833","2022","聚亨","5.37","+0.04","+0.75%","2014","0%","0","3.2%","-0.49","0%","0","20.6%","+3.68","76.2%","-3.19","0%","0"
"834","3229","晟鈦","31.3","+0.1","+0.32%","2014","0%","0","0.7%","+0.05","0%","0","45%","+1.4","54.4%","-1.45","0%","0"
"835","5519","隆大","16.95","+0.05","+0.3%","2014","0%","0","0.3%","-0.19","0%","-0.03","46.2%","-0.41","53.5%","+0.64","0%","0"
"836","2467","志聖","18.4","+0.2","+1.1%","2014","0%","0","8.4%","+0.19","0%","0","29.1%","+7.81","62.5%","-8.01","0%","0"
"837","1432","大魯閣","17.8","+0.05","+0.28%","2015","0%","0","0.3%","+0.09","0%","0","51.9%","-1.07","45.7%","-1.13","2.1%","+2.1"
"838","1417","嘉裕","7.67","-0.04","-0.52%","2014","0%","0","3.7%","+0.09","5.2%","+0.42","18.1%","+0.17","73.1%","-0.68","0%","0"
"839","1323","永裕","31.9","-0.05","-0.16%","2014","0%","0","2%","-0.12","4.2%","+3.71","15.1%","-1.88","78.6%","-1.71","0%","0"
"840","4933","友輝","37.1","+0.1","+0.27%","2014","0%","-0.68","2.3%","-0.26","0.9%","-9.65","54.3%","+0.8","41.1%","+10.2","1.5%","-0.45"
"841","3573","穎台","20.7","+0.05","+0.24%","2014","0%","0","20.4%","+0.94","1.9%","-0.54","13.3%","+0.26","64.5%","-0.66","0%","0"
"842","5309","系統電","15.05","-0.15","-0.99%","2014","0%","0","0.3%","-0.16","2.5%","-0.85","3.2%","-0.94","94%","+1.95","0%","0"
"843","3661","F-世芯","45.3","-1","-2.16%","2014","0%","","77.4%","","0%","","1.7%","","20.9%","","0%",""
"844","3701","大眾控","9","0","0%","2014","0%","0","3.7%","-0.01","20%","0","60.4%","+0.6","15.9%","-0.59","0%","0"
"845","2405","浩鑫","8.21","+0.17","+2.11%","2015","0%","-0.01","9%","-0.49","0.3%","+0.33","4.4%","+2.93","86.2%","-1.92","0%","-0.83"
"846","5607","遠雄港","16.8","-0.1","-0.59%","2014","0%","0","2.5%","+1.16","0.3%","+0.32","50.1%","+0.06","47.1%","-1.54","0%","0"
"847","3299","帛漢","56.4","-0.7","-1.23%","2014","0%","0","0.8%","+0.37","1.3%","+0.08","27.8%","-2.31","70.1%","+1.86","0%","0"
"848","6138","茂達","28.35","+0.3","+1.07%","2014","0%","0","2.2%","+0.16","1.5%","+1.53","7.4%","+2.65","86.9%","-4.32","2%","-0.02"
"849","1467","南緯","13.5","-0.1","-0.74%","2015","0%","0","22.3%","+0.75","0%","0","3%","-2.61","74.7%","+1.86","0%","0"
"850","2007","燁興","4.5","-0.17","-3.64%","2015","0%","0","0.3%","+0.2","0%","-0.02","76.2%","0","23.6%","-0.17","0%","0"
"851","8925","偉盟","7.74","0","0%","2014","0%","0","4.2%","-0.49","4.3%","-0.13","1.9%","+1.37","89.6%","-0.75","0%","0"
"852","1817","凱撒衛","38.7","+0.5","+1.31%","2014","0%","0","1%","+0.72","6.8%","+1.04","2.4%","-1.83","89.8%","+0.07","0%","0"
"853","6112","聚碩","30.45","-0.1","-0.33%","2014","0.3%","+0.28","2.2%","+0.16","0.1%","+0.09","4.4%","-1.28","93%","+0.76","0%","0"
"854","3031","佰鴻","14.2","+0.1","+0.71%","2014","0%","0","5.6%","+0.49","0.2%","-0.05","26%","-0.09","68.2%","-0.35","0%","0"
"855","1436","華友聯","46.4","-0.2","-0.43%","2014","0%","-0.02","0.4%","0","0%","-0.02","54.8%","+3.71","44.9%","-3.67","0%","0"
"856","2008","高興昌","10.1","+0.05","+0.5%","2015","0%","0","5.9%","-2.5","0%","0","31.8%","+6.53","62.3%","-4.02","0%","0"
"857","6108","競國","17.4","+0.25","+1.46%","2014","0%","0","5%","+0.38","0.1%","-0.02","0.4%","-1.13","94.6%","+0.77","0%","0"
"858","4129","聯合","49.6","-0.35","-0.7%","2015","0%","0","3.2%","+1.34","1.3%","-0.87","6.2%","-0.24","89.2%","-0.23","0%","0"
"859","4974","亞泰","44.75","-0.1","-0.22%","2014","0%","0","0.9%","+0.87","0.8%","+0.81","47.8%","-6.32","50.6%","+4.65","0%","0"
"860","8287","英格爾","21.35","-0.2","-0.93%","2014","0%","0","7.3%","+1.71","0.1%","-0.05","7.8%","+2.18","82.2%","-3.83","2.6%","0"
"861","1595","川寶","71.6","+0.3","+0.42%","2015","0%","0","1.5%","+0.47","1.4%","-2.57","29.8%","-3.1","67.3%","+5.2","0%","0"
"862","2616","山隆","24.4","-0.05","-0.2%","2014","0%","0","0.9%","-0.16","5.5%","+1.82","36.9%","-0.08","56.7%","-1.58","0%","0"
"863","4205","中華食","37.7","+0.05","+0.13%","2014","0%","0","0%","0","0%","-0.08","7.3%","+0.08","92.7%","0","0%","0"
"864","3068","美磊","31.95","+0.1","+0.31%","2014","0%","0","2.5%","+0.94","0.8%","-2.88","40.2%","+0.83","54.7%","+6.94","1.6%","-5.84"
"865","1236","宏亞","25.15","-0.1","-0.4%","2015","0%","0","0.2%","+0.18","3.9%","+0.02","18%","+1.78","77.9%","-1.99","0%","0"
"866","4909","新復興","29","+0.15","+0.52%","2014","0%","0","2.2%","+0.82","5.4%","+3.01","23.2%","-0.04","69.2%","-3.79","0%","0"
"867","4737","華廣","52.5","+0.5","+0.96%","2015","0%","0","10.9%","0","0%","0","26.4%","-1.09","62.6%","+1.09","0%","0"
"868","9906","欣巴巴","38.5","+0.15","+0.39%","2014","0%","0","17.4%","-2.68","0%","0","55.2%","+7.9","27.4%","-5.23","0%","0"
"869","3167","大量","37.05","-0.15","-0.4%","2014","0%","0","0.4%","-0.74","0.5%","+0.05","7.8%","-1.9","91.3%","+2.59","0%","0"
"870","9919","康那香","13.65","+0.45","+3.41%","2015","0%","0","4.9%","+0.24","0.8%","-0.16","26.9%","-2.4","67.4%","+2.33","0%","0"
"871","2732","六角","101","-3","-2.88%","2015","0%","0","25.2%","-3.02","1.9%","-1.65","42.5%","-6.88","30.3%","+11.6","0%","0"
"872","6219","富旺","17.9","+0.05","+0.28%","2015","0%","0","0%","-0.01","0%","-0.24","78.4%","+4.75","21.6%","-4.5","0%","0"
"873","2924","F-東凌","76.2","0","0%","2014","0%","0","39.1%","-13.9","6.9%","+5.06","0.3%","-2.88","53.6%","+11.7","0%","0"
"874","3559","全智科","22.5","-0.25","-1.1%","2014","0%","0","2.4%","-0.42","14.9%","+3.87","20.2%","-0.11","62.5%","-3.35","0%","0"
"875","8077","冠華","53","-0.5","-0.93%","2014","0%","0","1.1%","-1.52","0%","0","33.8%","-3.08","65%","+4.6","0%","0"
"876","3040","遠見","42.2","+0.3","+0.72%","2014","0%","0","16.7%","+0.2","0%","0","14.6%","-1.84","68.8%","+1.64","0%","0"
"877","1725","元禎","14.55","-0.45","-3%","2015","0%","0","0.2%","+0.16","0%","0","93.9%","-0.03","5.5%","-0.14","0.4%","0"
"878","4722","國精化","30","+0.3","+1.01%","2015","0%","0","4.8%","+4.03","1.3%","+1.26","16.6%","-0.24","77.4%","-5.05","0%","0"
"879","2423","固緯","19.9","-0.1","-0.5%","2014","0%","0","1.3%","+0.08","0%","0","7.1%","-0.03","91.5%","-0.04","0.1%","-0.01"
"880","5609","中菲行","20.1","0","0%","2014","2.7%","+0.12","8.3%","-9.51","1.8%","+1.81","7.1%","+1.38","80%","+10.6","0%","-4.44"
"881","8240","華宏","25.8","+0.6","+2.38%","2014","0%","0","6.8%","-0.49","1.5%","-0.02","43.8%","+0.36","47.9%","+0.15","0%","0"
"882","3551","世禾","44.8","+1.9","+4.43%","2014","0%","0","6.5%","+2.95","25.4%","+18.5","14.8%","-0.21","53.3%","-21.2","0%","0"
"883","1713","國化","16.95","+0.05","+0.3%","2014","0%","0","2.2%","+0.03","0%","0","39%","+0.03","58.9%","-0.06","0%","0"
"884","2537","聯上發","10.3","0","0%","2014","0%","0","0.3%","-0.17","0%","0","32.5%","-7.18","67.3%","+7.35","0%","0"
"885","3680","家登","40.8","+0.5","+1.24%","2014","0%","0","7.8%","-1.44","1.3%","-6.16","9.5%","-2.06","81.4%","+9.66","0%","0"
"886","3259","鑫創","35.8","0","0%","2014","0%","0","26%","+4.62","1.2%","+0.01","11.5%","+5.66","61.2%","-10.3","0%","0"
"887","1762","中化生","32.7","+0.4","+1.24%","2014","0%","0","1.2%","+0.05","0%","-0.12","43.5%","+1.95","55.3%","-1.88","0%","0"
"888","6238","勝麗","63.1","-0.6","-0.94%","2015","0%","0","0.2%","+0.2","0%","0","50.3%","-11","49.5%","+10.8","0%","0"
"889","3055","蔚華科","19.15","-0.25","-1.29%","2014","0%","0","3.2%","-0.28","0%","0","16.5%","+1.08","78.6%","-2.42","1.6%","+1.62"
"890","3631","晟楠","32.25","+1.35","+4.37%","2014","0%","0","37.5%","-1.76","2.7%","0","29.4%","+3.97","30.3%","-2.21","0%","0"
"891","6508","惠光","32.3","+0.1","+0.31%","2014","0%","0","0.1%","-0.06","0.6%","+0.58","34.8%","-0.43","64.5%","-0.08","0%","0"
"892","6449","鈺邦","34.2","-0.3","-0.87%","2015","0.6%","0","0.6%","+0.47","0%","0","34.2%","-3.35","64.6%","+2.88","0%","0"
"893","1809","中釉","13.15","+0.1","+0.77%","2014","0.1%","+0.07","2.7%","+0.21","0%","0","1.3%","-0.35","96%","+0.08","0%","0"
"894","2338","光罩","9.5","0","0%","2014","0%","0","7.6%","+0.93","0%","-0.04","28.7%","-1.22","63.7%","+0.33","0%","0"
"895","6131","悠克","25.4","-1.9","-6.96%","2014","0%","0","3.4%","+0.46","0%","0","15.7%","+1.1","80.9%","-1.55","0%","0"
"896","3144","新揚科","24.5","-0.1","-0.41%","2014","0%","0","53%","-1.01","0%","-0.26","15.3%","+1.55","31.7%","-0.27","0%","0"
"897","3004","豐達科","46.85","+0.35","+0.75%","2014","9%","-0.07","0.3%","+0.24","0.5%","+0.52","56.7%","+0.28","33.5%","-0.97","0%","0"
"898","3630","新鉅科","24.2","+0.4","+1.68%","2014","0%","0","6.4%","+4.19","2.5%","+2.45","23.9%","-9.83","67%","+2.89","0.3%","+0.29"
"899","4139","F-馬光","77.9","+4.9","+6.71%","2015","0%","0","33.4%","-1.39","0%","0","1.3%","-0.25","65.2%","+1.64","0%","0"
"900","5905","南仁湖","12","0","0%","2014","0%","0","3.8%","+2.26","0.1%","-0.04","1.4%","+0.3","94.4%","-2.51","0.3%","0"
"901","1506","正道","19.95","-0.1","-0.5%","2014","0%","0","0.5%","+0.11","5.9%","-3.82","30.7%","-11.5","63%","+15.2","0%","0"
"902","8403","盛弘","41.4","-0.5","-1.19%","2015","0%","0","0.4%","+0.2","4.4%","-0.65","46%","+1.73","46.7%","-3.8","2.5%","+2.51"
"903","4192","杏國","41.7","+2.7","+6.92%","2014","1%","","2%","","1.1%","","68.4%","","27.4%","","0%",""
"904","2543","皇昌","10.05","-0.05","-0.5%","2014","0%","0","0.1%","0","0%","0","45.1%","+22.4","54.8%","-22.4","0%","0"
"905","2461","光群雷","15.4","0","0%","2014","0%","0","7.2%","+3.69","1.4%","-2.57","1.3%","-10.9","85.3%","+5.07","4.7%","+4.72"
"906","2712","遠雄來","23","+0.6","+2.68%","2014","0%","0","0.5%","+0.17","0%","0","61.2%","-0.12","38.3%","-0.05","0%","0"
"907","5230","雷笛克","53.8","+0.2","+0.37%","2014","0%","0","34.9%","+22.5","2.6%","-5.23","19.4%","-0.59","43.1%","-16.7","0%","0"
"908","2425","承啟","22.1","-0.15","-0.67%","2014","0%","+0.02","3.9%","-13.8","0%","+0.03","58.2%","+1.04","37.9%","+12.7","0%","0"
"909","3622","洋華","15.9","+1","+6.71%","2014","0%","0","11.5%","-6.56","0%","-1.03","24.7%","-0.61","63.7%","+8.19","0%","0"
"910","2483","百容","21.05","+0.05","+0.24%","2014","0%","0","1%","+0.17","0.1%","+0.09","16.1%","-0.74","80.9%","+0.49","1.9%","0"
"911","8107","大億科","20.5","+0.5","+2.5%","2014","0%","0","1.4%","-0.05","0%","-0.2","43.4%","-4","54.3%","+3.38","0.9%","+0.87"
"912","6207","雷科","28.05","-0.15","-0.53%","2014","0%","0","1.4%","+1","0%","0","21.8%","+0.63","76.8%","+0.25","0%","-1.89"
"913","8933","愛地雅","15.8","+0.2","+1.28%","2014","0%","0","0.6%","+0.31","4.7%","+4.73","16.9%","+2.34","77.8%","-6.51","0%","-0.87"
"914","4755","三福化","26.2","-0.35","-1.32%","2014","0%","0","33.1%","-0.59","0.8%","-0.21","25.7%","+0.14","40.4%","+0.65","0%","0"
"915","5215","F-科嘉","42.95","+0.8","+1.9%","2015","0%","0","47.5%","+0.91","0%","0","0.2%","+0.13","52.3%","-1.04","0%","0"
"916","6201","亞弘電","26.15","+0.15","+0.58%","2014","0%","0","0.1%","0","0%","0","6.4%","+0.05","93.5%","-0.05","0%","0"
"917","6609","瀧澤科","32.65","-0.65","-1.95%","2014","0%","0","52.4%","+0.41","7%","+6.99","3.1%","+1.39","37.5%","-8.8","0%","0"
"918","3694","海華","17.85","+0.05","+0.28%","2014","0%","0","1.1%","+0.45","6.1%","+2.07","50.3%","-6.24","42.4%","+3.72","0%","0"
"919","3032","偉訓","22.4","-0.15","-0.67%","2014","1.2%","+1.17","0.4%","+0.33","4.2%","+4.23","33.7%","-3.56","60.6%","-2.17","0%","0"
"920","3363","上詮","30.25","-0.25","-0.82%","2015","0%","0","0.5%","-0.13","0.6%","+0.37","10.9%","+2.48","88%","-0.59","0%","-2.14"
"921","5443","均豪","13.45","+0.25","+1.89%","2014","0%","0","2.3%","+2.01","2.5%","+0.01","17.5%","-0.8","77.7%","-1.22","0%","0"
"922","1777","生泰","76","+0.3","+0.4%","2014","0%","0","0%","+0.02","0%","0","31.6%","-0.31","68.4%","+0.29","0%","0"
"923","2901","欣欣","31.25","+0.55","+1.79%","2014","43.2%","0","0.2%","+0.11","0.4%","+0.3","26.4%","+0.05","29.9%","-0.45","0%","0"
"924","5013","強新","22.55","+0.3","+1.35%","2014","0%","0","0.1%","+0.02","3.4%","+0.31","11.9%","+7.4","84.7%","-7.73","0%","0"
"925","3294","英濟","17.5","-0.1","-0.57%","2014","0%","0","7.4%","+0.06","0.7%","-3.27","32.8%","+0.08","59.1%","+3.13","0%","0"
"926","3587","閎康","49.05","+0.8","+1.66%","2014","0%","0","1.9%","+1.29","0.5%","+0.49","42.8%","-1.17","54.9%","-0.62","0%","0"
"927","6173","信昌電","12.25","+0.45","+3.81%","2014","0%","0","0.1%","+0.04","0.7%","+0.01","46%","+0.4","52.7%","-0.46","0.5%","0"
"928","3047","訊舟","11.4","0","0%","2014","0%","0","3.6%","-1.54","1.4%","+0.84","5.8%","-2.62","89.2%","+3.8","0%","-0.49"
"929","2431","聯昌","20.35","+0.05","+0.25%","2015","0%","0","0.6%","+0.44","0%","-0.34","35%","+0.04","64.3%","-0.14","0%","0"
"930","6210","慶生","64","-1.3","-1.99%","2014","0%","0","0.1%","+0.03","0%","0","1.5%","+0.63","98.4%","-0.66","0%","0"
"931","4138","曜亞","74.7","+0.6","+0.81%","2014","0%","0","0.7%","+0.05","0%","0","55%","-2.66","44.2%","+2.61","0%","0"
"932","2462","良得電","21.25","-0.05","-0.23%","2014","0%","0","1.3%","-1.57","0%","0","14.2%","+5.27","84.4%","-3.7","0%","0"
"933","3528","安馳","40.65","-0.5","-1.22%","2015","0%","0","10.6%","-1.06","0%","0","0.9%","+0.57","88.5%","+0.49","0%","0"
"934","3623","富晶通","38","+0.45","+1.2%","2014","0%","0","5.6%","-8.94","16.1%","+16.1","42%","-2.3","36.3%","-4.9","0%","0"
"935","3054","萬國","20.6","0","0%","2014","0%","0","0.4%","-0.01","0%","0","15.6%","-5.17","84%","+5.18","0%","0"
"936","6216","居易","28.8","-0.3","-1.03%","2014","0%","0","3.6%","+3.5","3.9%","+0.5","0.1%","-0.03","92.4%","-3.97","0%","0"
"937","5465","富驊","15.4","0","0%","2014","0%","0","0%","+0.01","0%","0","62.5%","+0.48","37.4%","-0.49","0%","0"
"938","3094","聯傑","26.65","+0.3","+1.14%","2014","0%","0","2.2%","+0.67","0%","0","6.1%","+0.16","89%","-0.83","2.7%","0"
"939","8928","鉅明","43.6","+0.2","+0.46%","2015","1.3%","+1.32","0.2%","-0.28","3.7%","+3.17","37.1%","+0.12","57.7%","-4.33","0%","0"
"940","6422","F-君耀","63.3","+0.5","+0.8%","2014","0%","","76.5%","","0.2%","","5.4%","","18%","","0%",""
"941","8064","東捷","16.55","+0.6","+3.76%","2014","0%","0","0.6%","+0.29","0%","-0.45","29.4%","-8.83","70%","+9","0%","0"
"942","4414","如興","16.7","-0.3","-1.76%","2014","0%","0","4.7%","+3.96","0%","0","22%","+3.5","73.3%","-7.45","0%","0"
"943","3164","景岳","24.55","-0.4","-1.6%","2014","0%","0","0.9%","-0.26","0%","0","0.7%","+0.04","98.4%","+0.22","0%","0"
"944","3494","誠研","12.15","+0.15","+1.25%","2014","0%","0","10.1%","-1.26","0%","-0.07","9.9%","-1.68","80%","+3.02","0%","0"
"945","8066","來思達","103","-1","-0.96%","2014","0%","0","40.2%","+8.97","0%","0","20.7%","-5.65","39.1%","-3.32","0%","0"
"946","6205","詮欣","30.25","-0.1","-0.33%","2015","0.8%","+0.78","3%","+1.44","0.2%","+0.17","11.6%","-7.7","84.4%","+5.31","0%","0"
"947","8096","擎亞","17.75","+0.35","+2.01%","2014","0%","0","19.5%","+3.48","0%","-0.1","12.1%","+0.95","68.5%","-4.33","0%","0"
"948","3563","牧德","50.8","-0.1","-0.2%","2015","0%","0","6.6%","+1.11","1.1%","+1.02","18.8%","+1.11","73.5%","-3.24","0%","0"
"949","4707","磐亞","10.05","+0.34","+3.5%","2014","0%","0","0.1%","+0.03","0%","0","63.2%","-3.19","33.4%","+3.16","3.3%","0"
